,trials,multiplications,threads,time,implementation,batchsize,effective_multiplications
2406,1579,2128,1,8.669830892,tensorflow_cpu,32,3360112
2407,684,2139,1,6.599988333,tensorflow_cpu,8,1463076
2408,2474,478,1,2.967056957,tensorflow_cpu,64,1182572
2409,659,1987,1,6.007453982,tensorflow_cpu,8,1309433
2410,2234,283,1,3.781874219,tensorflow_cpu,8,632222
2411,2194,1228,1,5.04271276,tensorflow_cpu,64,2694232
2412,518,1832,1,2.721034226,tensorflow_cpu,64,948976
2413,1378,417,1,2.154721512,tensorflow_cpu,64,574626
2414,1113,1874,1,2.680662616,tensorflow_cpu,256,2085762
2415,882,1668,1,6.444423962,tensorflow_cpu,8,1471176
2416,2237,1481,1,13.130965433,tensorflow_cpu,8,3312997
2417,1138,1477,1,2.37671971,tensorflow_cpu,256,1680826
2418,1180,1630,1,8.210507086,tensorflow_cpu,8,1923400
2419,976,233,1,2.209928729,tensorflow_cpu,8,227408
2420,1840,1488,1,11.050317343,tensorflow_cpu,8,2737920
2421,617,684,1,2.338737413,tensorflow_cpu,32,422028
2422,570,321,1,2.04305871,tensorflow_cpu,8,182970
2423,1158,799,1,1.921840006,tensorflow_cpu,256,925242
2424,1668,923,1,3.497783262,tensorflow_cpu,64,1539564
2425,1584,1467,1,9.759801457,tensorflow_cpu,8,2323728
2426,1047,962,1,2.76096475,tensorflow_cpu,64,1007214
2427,479,2313,1,2.811514557,tensorflow_cpu,64,1107927
2428,45,649,1,1.394481176,tensorflow_cpu,64,29205
2429,1422,503,1,1.817042949,tensorflow_cpu,256,715266
2430,913,169,1,1.598493638,tensorflow_cpu,64,154297
2431,596,1029,1,2.723833898,tensorflow_cpu,32,613284
2432,323,1377,1,3.075620686,tensorflow_cpu,8,444771
2433,1755,1096,1,8.449530462,tensorflow_cpu,8,1923480
2434,1981,112,1,1.518126694,tensorflow_cpu,256,221872
2435,48,1771,1,1.50259881,tensorflow_cpu,32,85008
2436,1726,514,1,4.532257318,tensorflow_cpu,8,887164
2437,2142,1348,1,11.545735388,tensorflow_cpu,8,2887416
2438,94,714,1,1.612371543,tensorflow_cpu,8,67116
2439,2082,328,1,1.831077878,tensorflow_cpu,256,682896
2440,1984,364,1,1.820531731,tensorflow_cpu,256,722176
2441,461,734,1,2.103584605,tensorflow_cpu,32,338374
2442,65,841,1,1.486308949,tensorflow_cpu,32,54665
2443,1803,2107,1,9.6193381,tensorflow_cpu,32,3798921
2444,2305,737,1,3.709557637,tensorflow_cpu,64,1698785
2445,1751,2100,1,9.223368116,tensorflow_cpu,32,3677100
2446,2386,435,1,3.642864475,tensorflow_cpu,32,1037910
2447,2350,1398,1,8.621798377,tensorflow_cpu,32,3285300
2448,5,1365,1,1.388718045,tensorflow_cpu,8,6825
2449,83,2103,1,1.977654109,tensorflow_cpu,8,174549
2450,1303,901,1,3.973684155,tensorflow_cpu,32,1174003
2451,89,994,1,1.707238878,tensorflow_cpu,8,88466
2452,941,1990,1,2.414110889,tensorflow_cpu,256,1872590
2453,2365,1405,1,8.607728123,tensorflow_cpu,32,3322825
2454,2075,2055,1,4.272686572,tensorflow_cpu,256,4264125
2455,1788,2057,1,9.356046697,tensorflow_cpu,32,3677916
2456,248,663,1,1.996458027,tensorflow_cpu,8,164424
2457,310,1575,1,2.364287081,tensorflow_cpu,32,488250
2458,493,1045,1,1.569804622,tensorflow_cpu,256,515185
2459,1049,169,1,2.054900271,tensorflow_cpu,8,177281
2460,1432,2237,1,12.745967222,tensorflow_cpu,8,3203384
2461,686,1068,1,1.746450024,tensorflow_cpu,256,732648
2462,181,1977,1,2.08040257,tensorflow_cpu,32,357837
2463,1305,1374,1,5.238231539,tensorflow_cpu,32,1793070
2464,146,1496,1,1.395058587,tensorflow_cpu,256,218416
2465,467,1322,1,3.597745146,tensorflow_cpu,8,617374
2466,236,2167,1,3.175863406,tensorflow_cpu,8,511412
2467,1738,2368,1,16.39773641,tensorflow_cpu,8,4115584
2468,842,2209,1,5.36278704,tensorflow_cpu,32,1859978
2469,10,410,1,1.408075659,tensorflow_cpu,8,4100
2470,2413,1747,1,4.108894947,tensorflow_cpu,256,4215511
2471,1947,997,1,2.603933152,tensorflow_cpu,256,1941159
2472,2417,981,1,4.576206598,tensorflow_cpu,64,2371077
2473,1950,739,1,2.298476851,tensorflow_cpu,256,1441050
2474,1757,1142,1,4.08925268,tensorflow_cpu,64,2006494
2475,461,1217,1,3.354213469,tensorflow_cpu,8,561037
2476,1482,1112,1,3.613923787,tensorflow_cpu,64,1647984
2477,2306,2048,1,11.627736684,tensorflow_cpu,32,4722688
2478,2145,91,1,1.515243485,tensorflow_cpu,256,195195
2479,2144,1730,1,14.686720239,tensorflow_cpu,8,3709120
2480,1712,2010,1,13.549116849,tensorflow_cpu,8,3441120
2481,2028,1094,1,6.224318708,tensorflow_cpu,32,2218632
2482,2212,1101,1,2.918787269,tensorflow_cpu,256,2435412
2483,1441,2176,1,8.060154976,tensorflow_cpu,32,3135616
2484,1130,1859,1,2.68057916,tensorflow_cpu,256,2100670
2485,2022,2207,1,4.03003325,tensorflow_cpu,256,4462554
2486,2198,1917,1,7.111549354,tensorflow_cpu,64,4213566
2487,364,1247,1,2.296047694,tensorflow_cpu,32,453908
2488,1528,575,1,1.88328624,tensorflow_cpu,256,878600
2489,2371,67,1,2.03188607,tensorflow_cpu,8,158857
2490,2224,533,1,2.110021858,tensorflow_cpu,256,1185392
2491,1255,1277,1,2.24661612,tensorflow_cpu,256,1602635
2492,638,1968,1,3.976595155,tensorflow_cpu,32,1255584
2493,2219,536,1,2.130025441,tensorflow_cpu,256,1189384
2494,1644,414,1,1.806685737,tensorflow_cpu,256,680616
2495,1767,94,1,1.488832675,tensorflow_cpu,256,166098
2496,1615,1211,1,4.05267383,tensorflow_cpu,64,1955765
2497,1684,1467,1,10.124746602,tensorflow_cpu,8,2470428
2498,519,1466,1,2.40758514,tensorflow_cpu,64,760854
2499,667,2356,1,4.622142836,tensorflow_cpu,32,1571452
2500,1694,2453,1,10.23564877,tensorflow_cpu,32,4155382
2501,2077,2063,1,7.24711491,tensorflow_cpu,64,4284851
2502,941,1493,1,4.383528627,tensorflow_cpu,32,1404913
2503,677,1652,1,2.862501533,tensorflow_cpu,64,1118404
2504,255,1685,1,1.821474156,tensorflow_cpu,64,429675
2505,2088,2124,1,4.310303994,tensorflow_cpu,256,4434912
2506,580,1922,1,2.902200773,tensorflow_cpu,64,1114760
2507,200,940,1,2.041833145,tensorflow_cpu,8,188000
2508,1864,1267,1,2.924816769,tensorflow_cpu,256,2361688
2509,37,1442,1,1.486664736,tensorflow_cpu,32,53354
2510,1361,2184,1,7.781009628,tensorflow_cpu,32,2972424
2511,1214,883,1,1.990046051,tensorflow_cpu,256,1071962
2512,1921,1601,1,8.172217245,tensorflow_cpu,32,3075521
2513,1786,108,1,2.141827499,tensorflow_cpu,8,192888
2514,1464,1744,1,11.332685675,tensorflow_cpu,8,2553216
2515,780,28,1,1.414799048,tensorflow_cpu,64,21840
2516,2154,1048,1,9.385830412,tensorflow_cpu,8,2257392
2517,2128,1057,1,6.28324534,tensorflow_cpu,32,2249296
2518,2333,19,1,1.425846462,tensorflow_cpu,256,44327
2519,199,1370,1,2.312048973,tensorflow_cpu,8,272630
2520,2399,1716,1,10.149454123,tensorflow_cpu,32,4116684
2521,759,5,1,1.398831221,tensorflow_cpu,64,3795
2522,1208,1891,1,2.692246315,tensorflow_cpu,256,2284328
2523,1659,828,1,6.319672795,tensorflow_cpu,8,1373652
2524,1809,142,1,1.940275825,tensorflow_cpu,32,256878
2525,2483,1618,1,15.687959629,tensorflow_cpu,8,4017494
2526,1110,338,1,1.6191153,tensorflow_cpu,256,375180
2527,1956,1422,1,7.539044604,tensorflow_cpu,32,2781432
2528,1587,2398,1,3.876603546,tensorflow_cpu,256,3805626
2529,2469,1508,1,6.417708241,tensorflow_cpu,64,3723252
2530,2327,1014,1,2.987551791,tensorflow_cpu,256,2359578
2531,2169,67,1,1.740347979,tensorflow_cpu,32,145323
2532,2134,715,1,3.455144627,tensorflow_cpu,64,1525810
2533,404,2258,1,4.641278895,tensorflow_cpu,8,912232
2534,741,590,1,2.350193062,tensorflow_cpu,32,437190
2535,1799,1762,1,3.526064715,tensorflow_cpu,256,3169838
2536,2460,660,1,2.405821989,tensorflow_cpu,256,1623600
2537,2137,1564,1,13.003411007,tensorflow_cpu,8,3342268
2538,46,1993,1,1.574573161,tensorflow_cpu,32,91678
2539,837,2191,1,3.900887344,tensorflow_cpu,64,1833867
2540,622,2364,1,4.567092342,tensorflow_cpu,32,1470408
2541,733,1654,1,5.551483586,tensorflow_cpu,8,1212382
2542,309,2202,1,2.174939516,tensorflow_cpu,64,680418
2543,1174,845,1,2.734643137,tensorflow_cpu,64,992030
2544,363,2015,1,2.942684904,tensorflow_cpu,32,731445
2545,737,1109,1,1.76301519,tensorflow_cpu,256,817333
2546,2057,1934,1,4.014723004,tensorflow_cpu,256,3978238
2547,2075,1467,1,3.38996591,tensorflow_cpu,256,3044025
2548,2400,1919,1,7.652026847,tensorflow_cpu,64,4605600
2549,524,1590,1,4.416978336,tensorflow_cpu,8,833160
2550,2152,2218,1,17.880373204,tensorflow_cpu,8,4773136
2551,2082,286,1,2.194702329,tensorflow_cpu,64,595452
2552,507,1123,1,1.573543743,tensorflow_cpu,256,569361
2553,616,1738,1,3.652985876,tensorflow_cpu,32,1070608
2554,2070,187,1,1.926834878,tensorflow_cpu,64,387090
2555,604,1617,1,4.851798762,tensorflow_cpu,8,976668
2556,1182,990,1,2.056932096,tensorflow_cpu,256,1170180
2557,420,1624,1,3.794626597,tensorflow_cpu,8,682080
2558,1255,1391,1,5.161689986,tensorflow_cpu,32,1745705
2559,1484,1417,1,2.605494937,tensorflow_cpu,256,2102828
2560,902,449,1,1.619544333,tensorflow_cpu,256,404998
2561,1831,852,1,3.572025119,tensorflow_cpu,64,1560012
2562,817,2363,1,8.179434999,tensorflow_cpu,8,1930571
2563,306,924,1,1.704726293,tensorflow_cpu,64,282744
2564,1051,671,1,1.860065202,tensorflow_cpu,256,705221
2565,518,1957,1,4.937707553,tensorflow_cpu,8,1013726
2566,494,805,1,2.233267887,tensorflow_cpu,32,397670
2567,1128,551,1,3.609175838,tensorflow_cpu,8,621528
2568,430,1965,1,2.421065931,tensorflow_cpu,64,844950
2569,1542,2171,1,13.47759227,tensorflow_cpu,8,3347682
2570,2325,1066,1,6.768530744,tensorflow_cpu,32,2478450
2571,2455,734,1,2.531712961,tensorflow_cpu,256,1801970
2572,490,2485,1,3.999787609,tensorflow_cpu,32,1217650
2573,2145,2333,1,12.340018714,tensorflow_cpu,32,5004285
2574,1352,291,1,2.22291843,tensorflow_cpu,32,393432
2575,590,2079,1,3.988703445,tensorflow_cpu,32,1226610
2576,47,1977,1,1.385716375,tensorflow_cpu,64,92919
2577,420,1722,1,1.683736032,tensorflow_cpu,256,723240
2578,689,529,1,1.571794067,tensorflow_cpu,256,364481
2579,370,2148,1,1.748380369,tensorflow_cpu,256,794760
2580,1686,2404,1,3.895951491,tensorflow_cpu,256,4053144
2581,37,533,1,1.429884493,tensorflow_cpu,32,19721
2582,2003,1911,1,3.715066552,tensorflow_cpu,256,3827733
2583,1124,2285,1,4.800099061,tensorflow_cpu,64,2568340
2584,1268,1684,1,2.561511995,tensorflow_cpu,256,2135312
2585,1069,1443,1,6.85039373,tensorflow_cpu,8,1542567
2586,1871,1949,1,6.378618141,tensorflow_cpu,64,3646579
2587,1793,2404,1,16.672759038,tensorflow_cpu,8,4310372
2588,491,2131,1,2.656691274,tensorflow_cpu,64,1046321
2589,229,351,1,1.472925251,tensorflow_cpu,64,80379
2590,1739,1330,1,6.446758714,tensorflow_cpu,32,2312870
2591,2216,726,1,3.599790665,tensorflow_cpu,64,1608816
2592,1312,2117,1,7.475059301,tensorflow_cpu,32,2777504
2593,823,1671,1,6.264758215,tensorflow_cpu,8,1375233
2594,1267,1194,1,4.564229091,tensorflow_cpu,32,1512798
2595,608,2189,1,3.142970939,tensorflow_cpu,64,1330912
2596,1839,1880,1,3.704852377,tensorflow_cpu,256,3457320
2597,799,2110,1,4.84223769,tensorflow_cpu,32,1685890
2598,1060,768,1,3.187712251,tensorflow_cpu,32,814080
2599,2272,163,1,1.617573222,tensorflow_cpu,256,370336
2600,518,1702,1,1.98152136,tensorflow_cpu,256,881636
2601,2210,1703,1,14.500596381,tensorflow_cpu,8,3763630
2602,1891,144,1,1.562273982,tensorflow_cpu,256,272304
2603,1397,262,1,2.750236503,tensorflow_cpu,8,366014
2604,452,625,1,1.762129221,tensorflow_cpu,64,282500
2605,1323,412,1,2.570529049,tensorflow_cpu,32,545076
2606,2433,611,1,3.462860855,tensorflow_cpu,64,1486563
2607,47,1005,1,1.461458751,tensorflow_cpu,32,47235
2608,788,944,1,4.081644324,tensorflow_cpu,8,743872
2609,980,426,1,2.268179615,tensorflow_cpu,32,417480
2610,1841,1189,1,2.829411927,tensorflow_cpu,256,2188949
2611,1820,1120,1,5.773845495,tensorflow_cpu,32,2038400
2612,1720,957,1,7.112952481,tensorflow_cpu,8,1646040
2613,1601,2255,1,9.307363608,tensorflow_cpu,32,3610255
2614,917,471,1,1.982840058,tensorflow_cpu,64,431907
2615,630,2288,1,6.276571149,tensorflow_cpu,8,1441440
2616,1393,346,1,1.684668742,tensorflow_cpu,256,481978
2617,856,2281,1,8.586970151,tensorflow_cpu,8,1952536
2618,2058,817,1,3.668152445,tensorflow_cpu,64,1681386
2619,1911,1999,1,9.830650186,tensorflow_cpu,32,3820089
2620,1843,874,1,2.453186779,tensorflow_cpu,256,1610782
2621,96,1875,1,1.397151794,tensorflow_cpu,256,180000
2622,871,2083,1,2.45280782,tensorflow_cpu,256,1814293
2623,1175,1836,1,8.814020625,tensorflow_cpu,8,2157300
2624,2056,1355,1,3.247658397,tensorflow_cpu,256,2785880
2625,1396,1420,1,2.603884866,tensorflow_cpu,256,1982320
2626,618,578,1,2.148850642,tensorflow_cpu,32,357204
2627,34,1858,1,1.607153328,tensorflow_cpu,8,63172
2628,2271,671,1,6.972941852,tensorflow_cpu,8,1523841
2629,1006,70,1,1.430726753,tensorflow_cpu,256,70420
2630,1240,973,1,3.014668284,tensorflow_cpu,64,1206520
2631,1249,842,1,1.968740791,tensorflow_cpu,256,1051658
2632,2208,1491,1,3.426492359,tensorflow_cpu,256,3292128
2633,759,1829,1,6.257239737,tensorflow_cpu,8,1388211
2634,1221,712,1,3.31185748,tensorflow_cpu,32,869352
2635,269,1680,1,1.983831805,tensorflow_cpu,64,451920
2636,902,1406,1,4.126548322,tensorflow_cpu,32,1268212
2637,1007,1524,1,3.376423221,tensorflow_cpu,64,1534668
2638,89,1339,1,1.568764426,tensorflow_cpu,32,119171
2639,712,2386,1,7.416421183,tensorflow_cpu,8,1698832
2640,2199,1862,1,6.921920801,tensorflow_cpu,64,4094538
2641,2336,667,1,6.843951065,tensorflow_cpu,8,1558112
2642,1340,1462,1,2.648030466,tensorflow_cpu,256,1959080
2643,19,1538,1,1.392322553,tensorflow_cpu,64,29222
2644,106,2219,1,1.821590757,tensorflow_cpu,32,235214
2645,1859,640,1,3.034055511,tensorflow_cpu,64,1189760
2646,2105,1628,1,8.79059099,tensorflow_cpu,32,3426940
2647,705,1078,1,4.11237698,tensorflow_cpu,8,759990
2648,213,896,1,1.393807332,tensorflow_cpu,256,190848
2649,2499,420,1,5.236815171,tensorflow_cpu,8,1049580
2650,1366,371,1,1.712594114,tensorflow_cpu,256,506786
2651,199,111,1,1.397172973,tensorflow_cpu,256,22089
2652,1471,981,1,3.267782684,tensorflow_cpu,64,1443051
2653,1454,482,1,2.934737898,tensorflow_cpu,32,700828
2654,1115,423,1,3.144390149,tensorflow_cpu,8,471645
2655,2337,2327,1,21.654574163,tensorflow_cpu,8,5438199
2656,1040,403,1,2.892828155,tensorflow_cpu,8,419120
2657,2092,774,1,3.551190499,tensorflow_cpu,64,1619208
2658,2346,1301,1,7.964129992,tensorflow_cpu,32,3052146
2659,788,2485,1,8.324335718,tensorflow_cpu,8,1958180
2660,1050,443,1,2.375810376,tensorflow_cpu,32,465150
2661,57,1594,1,1.391223304,tensorflow_cpu,256,90858
2662,611,2174,1,2.141758965,tensorflow_cpu,256,1328314
2663,2174,1782,1,3.855558455,tensorflow_cpu,256,3874068
2664,1392,2122,1,5.361879205,tensorflow_cpu,64,2953824
2665,2190,144,1,1.830708397,tensorflow_cpu,64,315360
2666,1508,1317,1,4.077574313,tensorflow_cpu,64,1986036
2667,477,1281,1,3.56062893,tensorflow_cpu,8,611037
2668,1110,1008,1,3.78733607,tensorflow_cpu,32,1118880
2669,630,1631,1,2.678982243,tensorflow_cpu,64,1027530
2670,2370,1696,1,10.042049497,tensorflow_cpu,32,4019520
2671,1269,1492,1,5.494434255,tensorflow_cpu,32,1893348
2672,1516,2281,1,3.381970706,tensorflow_cpu,256,3457996
2673,1634,950,1,2.374544616,tensorflow_cpu,256,1552300
2674,101,520,1,1.441757124,tensorflow_cpu,64,52520
2675,1024,580,1,1.78888723,tensorflow_cpu,256,593920
2676,129,1043,1,1.670778778,tensorflow_cpu,32,134547
2677,2072,2382,1,4.691847043,tensorflow_cpu,256,4935504
2678,471,1571,1,4.082170068,tensorflow_cpu,8,739941
2679,616,329,1,1.816039925,tensorflow_cpu,32,202664
2680,2065,229,1,1.700089152,tensorflow_cpu,256,472885
2681,6,602,1,1.394313069,tensorflow_cpu,256,3612
2682,1922,1894,1,3.685016287,tensorflow_cpu,256,3640268
2683,1582,596,1,3.456140466,tensorflow_cpu,32,942872
2684,835,1646,1,3.292930084,tensorflow_cpu,64,1374410
2685,1554,1168,1,2.589161862,tensorflow_cpu,256,1815072
2686,851,1525,1,4.230332857,tensorflow_cpu,32,1297775
2687,212,1764,1,2.136914435,tensorflow_cpu,32,373968
2688,775,584,1,2.020096228,tensorflow_cpu,64,452600
2689,386,928,1,2.615062583,tensorflow_cpu,8,358208
2690,1879,2120,1,3.950089247,tensorflow_cpu,256,3983480
2691,496,1921,1,4.706605554,tensorflow_cpu,8,952816
2692,2472,407,1,5.136720814,tensorflow_cpu,8,1006104
2693,104,1615,1,1.991498669,tensorflow_cpu,8,167960
2694,1749,1183,1,8.582218776,tensorflow_cpu,8,2069067
2695,1499,1249,1,3.942723666,tensorflow_cpu,64,1872251
2696,927,2304,1,8.921361638,tensorflow_cpu,8,2135808
2697,1072,54,1,1.624045944,tensorflow_cpu,8,57888
2698,309,1079,1,1.566551423,tensorflow_cpu,256,333411
2699,1555,387,1,2.699519804,tensorflow_cpu,32,601785
2700,1030,112,1,1.704980189,tensorflow_cpu,32,115360
2701,995,1622,1,2.218794681,tensorflow_cpu,256,1613890
2702,672,1586,1,5.202015819,tensorflow_cpu,8,1065792
2703,2103,2459,1,8.315206486,tensorflow_cpu,64,5171277
2704,790,1937,1,4.530731373,tensorflow_cpu,32,1530230
2705,357,351,1,1.555042196,tensorflow_cpu,64,125307
2706,1644,2107,1,8.881360798,tensorflow_cpu,32,3463908
2707,2184,90,1,1.520111849,tensorflow_cpu,256,196560
2708,866,2160,1,3.870568778,tensorflow_cpu,64,1870560
2709,2403,1906,1,18.15927274,tensorflow_cpu,8,4580118
2710,1866,801,1,3.433118034,tensorflow_cpu,64,1494666
2711,94,2404,1,1.393303249,tensorflow_cpu,256,225976
2712,569,1703,1,4.856279012,tensorflow_cpu,8,969007
2713,1096,946,1,5.046739662,tensorflow_cpu,8,1036816
2714,524,558,1,2.017244189,tensorflow_cpu,32,292392
2715,1520,1141,1,3.706573497,tensorflow_cpu,64,1734320
2716,875,813,1,2.322256893,tensorflow_cpu,64,711375
2717,530,1035,1,2.527231136,tensorflow_cpu,32,548550
2718,136,602,1,1.680473808,tensorflow_cpu,8,81872
2719,1460,1916,1,3.071998807,tensorflow_cpu,256,2797360
2720,301,1756,1,2.006397732,tensorflow_cpu,64,528556
2721,11,1561,1,1.432732218,tensorflow_cpu,8,17171
2722,458,1522,1,1.649285327,tensorflow_cpu,256,697076
2723,2352,1688,1,6.747263588,tensorflow_cpu,64,3970176
2724,675,105,1,1.587907506,tensorflow_cpu,32,70875
2725,949,1325,1,5.706387513,tensorflow_cpu,8,1257425
2726,1541,1880,1,3.336097042,tensorflow_cpu,256,2897080
2727,1362,861,1,3.008166942,tensorflow_cpu,64,1172682
2728,1835,1277,1,6.514054855,tensorflow_cpu,32,2343295
2729,2147,898,1,5.632271433,tensorflow_cpu,32,1928006
2730,1478,390,1,2.184094767,tensorflow_cpu,64,576420
2731,2172,2446,1,19.517848782,tensorflow_cpu,8,5312712
2732,1935,289,1,2.706037698,tensorflow_cpu,32,559215
2733,805,1242,1,2.69271835,tensorflow_cpu,64,999810
2734,911,1731,1,3.549098592,tensorflow_cpu,64,1576941
2735,2307,1024,1,2.969441951,tensorflow_cpu,256,2362368
2736,2427,1835,1,4.248109689,tensorflow_cpu,256,4453545
2737,335,1421,1,1.999863639,tensorflow_cpu,64,476035
2738,1297,540,1,3.819861775,tensorflow_cpu,8,700380
2739,328,732,1,1.908688501,tensorflow_cpu,32,240096
2740,176,1827,1,2.540933479,tensorflow_cpu,8,321552
2741,1777,1670,1,7.703039689,tensorflow_cpu,32,2967590
2742,946,2352,1,6.274347586,tensorflow_cpu,32,2224992
2743,1369,484,1,2.854656901,tensorflow_cpu,32,662596
2744,2339,2301,1,8.733784887,tensorflow_cpu,64,5382039
2745,2033,1850,1,9.621105357,tensorflow_cpu,32,3761050
2746,1923,1333,1,10.492852609,tensorflow_cpu,8,2563359
2747,908,1204,1,3.790360522,tensorflow_cpu,32,1093232
2748,242,343,1,1.384574337,tensorflow_cpu,256,83006
2749,274,1124,1,2.020470589,tensorflow_cpu,32,307976
2750,2411,1313,1,5.657772997,tensorflow_cpu,64,3165643
2751,1679,255,1,2.317762598,tensorflow_cpu,32,428145
2752,593,176,1,1.599469141,tensorflow_cpu,32,104368
2753,152,39,1,1.407883726,tensorflow_cpu,32,5928
2754,66,160,1,1.392926112,tensorflow_cpu,256,10560
2755,713,1563,1,3.849510002,tensorflow_cpu,32,1114419
2756,2157,510,1,2.901228802,tensorflow_cpu,64,1100070
2757,2431,560,1,6.308606345,tensorflow_cpu,8,1361360
2758,1800,1971,1,6.302809983,tensorflow_cpu,64,3547800
2759,2481,86,1,1.699466015,tensorflow_cpu,64,213366
2760,1281,87,1,1.838317182,tensorflow_cpu,8,111447
2761,622,431,1,1.727228342,tensorflow_cpu,64,268082
2762,486,1460,1,1.634052158,tensorflow_cpu,256,709560
2763,1739,1611,1,3.050352331,tensorflow_cpu,256,2801529
2764,406,1733,1,3.80499458,tensorflow_cpu,8,703598
2765,2402,221,1,3.317167943,tensorflow_cpu,8,530842
2766,569,1966,1,2.058733586,tensorflow_cpu,256,1118654
2767,665,126,1,1.494159371,tensorflow_cpu,64,83790
2768,746,845,1,1.686480524,tensorflow_cpu,256,630370
2769,1569,1495,1,4.536661305,tensorflow_cpu,64,2345655
2770,1229,1018,1,2.116895356,tensorflow_cpu,256,1251122
2771,1663,341,1,3.426934296,tensorflow_cpu,8,567083
2772,2245,594,1,3.232072266,tensorflow_cpu,64,1333530
2773,56,954,1,1.582795476,tensorflow_cpu,8,53424
2774,2152,580,1,5.82323788,tensorflow_cpu,8,1248160
2775,1474,1374,1,2.558996016,tensorflow_cpu,256,2025276
2776,1321,2429,1,3.516165204,tensorflow_cpu,256,3208709
2777,833,2244,1,3.942168747,tensorflow_cpu,64,1869252
2778,514,544,1,1.569453567,tensorflow_cpu,256,279616
2779,1854,1109,1,2.707334975,tensorflow_cpu,256,2056086
2780,1237,1188,1,6.869128433,tensorflow_cpu,8,1469556
2781,1991,547,1,5.29165387,tensorflow_cpu,8,1089077
2782,1011,626,1,2.233716879,tensorflow_cpu,64,632886
2783,1526,828,1,3.088486676,tensorflow_cpu,64,1263528
2784,1145,463,1,3.287918773,tensorflow_cpu,8,530135
2785,309,2143,1,1.758446158,tensorflow_cpu,256,662187
2786,2154,65,1,1.581683173,tensorflow_cpu,64,140010
2787,163,2365,1,1.799391005,tensorflow_cpu,64,385495
2788,1733,2067,1,9.11535356,tensorflow_cpu,32,3582111
2789,760,1087,1,4.320819846,tensorflow_cpu,8,826120
2790,1405,1054,1,2.308828973,tensorflow_cpu,256,1480870
2791,2279,1587,1,6.302445661,tensorflow_cpu,64,3616773
2792,2401,1241,1,12.063624224,tensorflow_cpu,8,2979641
2793,916,372,1,1.570313977,tensorflow_cpu,256,340752
2794,1366,1867,1,6.882003988,tensorflow_cpu,32,2550322
2795,1403,1004,1,4.420805901,tensorflow_cpu,32,1408612
2796,1955,2291,1,7.457196522,tensorflow_cpu,64,4478905
2797,421,1848,1,2.364470986,tensorflow_cpu,64,778008
2798,299,556,1,1.993353521,tensorflow_cpu,8,166244
2799,543,2209,1,2.157494937,tensorflow_cpu,256,1199487
2800,2184,330,1,1.846481848,tensorflow_cpu,256,720720
2801,722,929,1,2.275104133,tensorflow_cpu,64,670738
2802,884,37,1,1.411899254,tensorflow_cpu,256,32708
2803,803,75,1,1.478849377,tensorflow_cpu,64,60225
2804,2183,358,1,4.207594116,tensorflow_cpu,8,781514
2805,1304,208,1,2.408482164,tensorflow_cpu,8,271232
2806,226,2443,1,3.364653725,tensorflow_cpu,8,552118
2807,799,652,1,2.460257908,tensorflow_cpu,32,520948
2808,131,1312,1,1.738835513,tensorflow_cpu,32,171872
2809,1313,88,1,1.842737698,tensorflow_cpu,8,115544
2810,1157,2307,1,7.276368508,tensorflow_cpu,32,2669199
2811,1152,20,1,1.437164475,tensorflow_cpu,64,23040
2812,1700,1756,1,7.859992065,tensorflow_cpu,32,2985200
2813,1760,2100,1,3.60621694,tensorflow_cpu,256,3696000
2814,1353,768,1,2.805807055,tensorflow_cpu,64,1039104
2815,2361,1693,1,3.98772587,tensorflow_cpu,256,3997173
2816,1298,555,1,2.393761694,tensorflow_cpu,64,720390
2817,1322,1881,1,4.727299076,tensorflow_cpu,64,2486682
2818,15,1083,1,1.399504819,tensorflow_cpu,32,16245
2819,1205,2301,1,2.979430412,tensorflow_cpu,256,2772705
2820,789,464,1,1.630027994,tensorflow_cpu,256,366096
2821,384,1687,1,2.785963493,tensorflow_cpu,32,647808
2822,1236,982,1,4.046762287,tensorflow_cpu,32,1213752
2823,2368,1881,1,11.196594152,tensorflow_cpu,32,4454208
2824,70,2132,1,1.691310777,tensorflow_cpu,32,149240
2825,1465,2024,1,11.636584561,tensorflow_cpu,8,2965160
2826,1215,1108,1,6.281326662,tensorflow_cpu,8,1346220
2827,127,2202,1,1.392928598,tensorflow_cpu,256,279654
2828,2484,889,1,6.097025504,tensorflow_cpu,32,2208276
2829,498,458,1,1.887038899,tensorflow_cpu,32,228084
2830,1361,1202,1,5.008225967,tensorflow_cpu,32,1635922
2831,1537,332,1,1.722426351,tensorflow_cpu,256,510284
2832,1480,196,1,1.563232089,tensorflow_cpu,256,290080
2833,1320,1608,1,4.2092093,tensorflow_cpu,64,2122560
2834,644,2247,1,2.179274321,tensorflow_cpu,256,1447068
2835,1554,1061,1,2.479299558,tensorflow_cpu,256,1648794
2836,1989,2444,1,18.331527364,tensorflow_cpu,8,4861116
2837,1460,1939,1,7.505308247,tensorflow_cpu,32,2830940
2838,836,869,1,3.003041777,tensorflow_cpu,32,726484
2839,2039,20,1,1.50849507,tensorflow_cpu,32,40780
2840,169,1649,1,2.350399772,tensorflow_cpu,8,278681
2841,2360,148,1,2.180393096,tensorflow_cpu,32,349280
2842,333,1858,1,3.526801288,tensorflow_cpu,8,618714
2843,2372,2476,1,14.266748276,tensorflow_cpu,32,5873072
2844,919,60,1,1.421329388,tensorflow_cpu,256,55140
2845,189,1558,1,1.98647347,tensorflow_cpu,32,294462
